DoB,SApM,SLpM,height,name,reach,record,stance,strAcc,strDef,subAvg,tdAcc,tdAvg,tdDef,weight
Feb 15 1984,5.76,4.79,"5' 11""",Brian Rogers,,14-9-0,,38%,58%,0.6,50%,1.22,100%,185
Sep 22 1975,9.68,0.00,"6' 6""",Jason Riley,,10-7-0,,0%,33%,0.0,0%,0.00,50%,245
Aug 29 1977,5.16,1.70,"5' 10""",Gabe Ruediger,,18-8-0,Orthodox,31%,41%,0.0,11%,2.04,28%,155
Apr 19 1996,3.27,2.60,"5' 10""",Kaleio Romero,69,6-2-0,Switch,48%,50%,1.0,8%,1.00,0%,145
--,2.38,2.64,"5' 11""",Kevin Roddy,,15-16-1 (1 NC),,30%,60%,0.0,0%,0.00,50%,145
Jun 24 1992,4.40,4.07,"5' 6""",Lucrezia Ria,,8-2-0,Orthodox,46%,45%,0.0,33%,1.00,0%,125
Jun 10 1995,0.00,0.00,"6' 0""",Damonte Robinson,77,6-1-1,,0%,0%,0.0,0%,0.00,0%,155
--,5.80,0.00,"6' 0""",Mark Robinson,,1-0-0 (1 NC),Orthodox,0%,13%,0.0,0%,0.00,0%,265
--,0.00,0.00,"5' 11""",Taylor Roberts,,3-12-0,,0%,0%,0.0,0%,0.00,0%,170
Mar 05 1983,2.96,2.71,"5' 10""",Ed Ratcliff,71,7-3-0,Orthodox,38%,63%,0.0,16%,0.28,53%,155
Jan 29 1987,1.00,1.13,"5' 5""",Rodolfo Rubio Perez,,10-16-1,Orthodox,36%,62%,0.0,33%,2.00,33%,145
Oct 06 1992,4.12,4.67,"5' 11""",Yair Rodriguez,71,15-3-0 (1 NC),Orthodox,45%,53%,0.7,28%,0.83,62%,145
Nov 25 1981,2.77,3.57,"6' 1""",Mauricio Rua,76,27-13-1,Orthodox,50%,54%,0.7,48%,2.03,48%,205
Jun 25 1985,2.41,3.57,"6' 1""",Marcos Rogerio de Lima,75,20-9-1,Orthodox,54%,53%,0.6,50%,1.09,57%,253
Apr 22 1995,2.60,3.21,"5' 10""",Jerome Rivera,72,10-6-0,Southpaw,33%,51%,0.0,0%,0.00,40%,125
--,0.00,0.00,"5' 7""",David Rasouri,,2-3-0,,0%,0%,0.0,0%,0.00,0%,155
--,0.00,0.00,"6' 0""",Herman Renting,,1-3-0,Switch,0%,0%,0.0,0%,0.00,0%,215
Feb 17 1983,1.64,1.83,"5' 8""",Will Ribeiro,,10-2-0,Orthodox,28%,74%,2.9,100%,1.15,50%,135
Jun 06 1982,4.50,2.64,"5' 10""",Vagner Rocha,73,14-4-0,Orthodox,42%,48%,1.9,33%,1.40,50%,155
Jan 06 1981,3.60,0.60,"6' 0""",Josh Rafferty,,9-8-0,Orthodox,33%,50%,9.0,0%,0.00,0%,170
Oct 31 1969,4.07,0.51,"5' 6""",Jason Reinhardt,,20-3-0,Orthodox,40%,43%,0.0,12%,1.91,50%,135
--,0.00,0.00,"6' 0""",Dave Martin,,0-2-0,,0%,0%,0.0,0%,0.00,0%,205
--,0.00,0.00,--,Mike Minniger,,0-0-0,,0%,0%,0.0,0%,0.00,0%,--
Jan 04 1982,3.98,3.20,"5' 5""",Jose Maria,,37-7-0 (2 NC),Orthodox,53%,52%,2.3,27%,2.32,33%,125
Jun 14 1984,5.58,0.00,"5' 10""",Dan Molina,,13-9-0,,0%,60%,20.9,0%,0.00,0%,216
May 31 1992,7.33,4.93,"5' 8""",Connor Matthews,,5-1-0,Switch,40%,52%,1.0,0%,0.00,40%,145
--,0.00,0.00,"5' 9""",Anthony Macias,,26-18-0,Switch,0%,0%,0.0,0%,0.00,0%,185
Jul 22 1991,1.90,2.58,"5' 9""",Lerone Murphy,73,11-0-1,Orthodox,42%,62%,0.8,33%,0.76,36%,145
Mar 20 1984,2.55,2.57,"5' 6""",John Moraga,66,19-7-0,Orthodox,43%,56%,1.1,23%,0.62,44%,125
--,2.93,4.13,"5' 4""",Ilima Macfarlane,,6-0-0,,43%,65%,1.0,0%,0.00,50%,125
Sep 24 1981,2.57,2.69,"6' 0""",Kris McCray,76,8-5-0,Orthodox,45%,54%,0.0,55%,2.88,38%,170
Aug 03 1987,2.27,3.62,"6' 3""",Neil Magny,80,27-10-0,Orthodox,46%,54%,0.3,42%,2.43,57%,170
Jul 19 1986,4.27,3.41,"6' 0""",Elvis Mutapcic,72,15-6-1,Orthodox,40%,38%,0.0,0%,0.00,81%,185
May 02 1982,3.70,3.23,"6' 0""",Alberto Mina,77,13-1-0,Orthodox,38%,47%,0.0,20%,1.85,50%,170
Apr 26 1993,4.97,3.50,"5' 10""",Carlton Minus,75,10-3-0 (1 NC),Orthodox,40%,50%,0.0,0%,0.00,58%,170
Feb 15 1988,0.00,0.00,"5' 7""",Pietro Menga,68,13-0-0,Southpaw,0%,0%,0.0,0%,0.00,0%,125
Apr 05 1986,3.80,3.56,"6' 0""",Nicholas Musoke,75,13-5-0 (1 NC),Orthodox,35%,57%,0.2,19%,1.16,82%,170
May 19 1978,5.43,1.91,"6' 7""",Wagner da Conceicao Martins,,9-8-0 (1 NC),Orthodox,37%,42%,0.0,100%,2.20,100%,390
Dec 14 1987,2.78,2.27,"6' 1""",Caio Magalhaes,73,10-3-0,Orthodox,40%,56%,1.6,15%,1.05,58%,185
--,0.00,0.00,--,Luis Mendoza,,0-1-0,,0%,0%,0.0,0%,0.00,0%,155
May 01 1988,5.00,3.64,"5' 6""",Anistavio Medeiros,,19-10-0,Orthodox,44%,47%,0.0,0%,0.00,0%,145
Oct 23 1973,9.76,1.67,"6' 0""",Hidetaka Monma,,18-11-4,Orthodox,25%,34%,0.0,0%,0.00,0%,168
--,19.31,0.00,"5' 11""",Jack Morrison,,0-3-0,,0%,40%,0.0,0%,0.00,0%,205
--,0.00,0.00,"6' 1""",Jim Mullen,,0-2-0,Southpaw,0%,0%,0.0,0%,0.00,0%,215
Oct 04 1982,1.92,1.28,"6' 6""",Liam McGeary,,12-2-0,,48%,50%,2.5,100%,0.51,0%,205
Oct 23 1986,0.00,0.00,"6' 1""",Jeremy May,,13-10-0 (1 NC),,0%,0%,0.0,0%,0.00,0%,185
May 06 1996,2.87,2.40,"5' 4""",Valesca Machado,63,8-3-0 (1 NC),Orthodox,32%,64%,0.0,0%,0.00,76%,115
--,1.07,1.27,"6' 0""",Mike Moreno,,6-5-0,,51%,58%,0.0,0%,0.00,44%,185
Apr 14 1981,3.29,1.52,"6' 8""",Jack May,,9-3-0,Switch,38%,33%,0.0,33%,0.91,20%,255
Apr 24 1983,0.27,1.40,"5' 7""",Shoji Maruyama,,12-9-1,Orthodox,63%,55%,0.0,0%,0.00,54%,139
Nov 05 1986,1.60,2.07,"6' 4""",Tamdan McCrory,76,14-5-0,Switch,49%,46%,2.5,50%,2.28,33%,185
--,0.00,0.00,--,Charles McTorry,,3-0-0,,0%,0%,0.0,0%,0.00,0%,--
--,0.00,0.00,--,Eric Martin,,0-1-0,,0%,0%,0.0,0%,0.00,0%,--
Jul 16 1969,2.16,1.25,"5' 7""",Henry Miller,,6-16-0 (1 NC),Southpaw,36%,54%,0.0,25%,0.55,60%,270
Nov 27 1971,0.68,0.68,"5' 10""",Homer Moore,,26-9-2,Orthodox,50%,0%,0.0,66%,5.07,0%,205
Aug 23 1991,6.96,6.84,"5' 9""",Bea Malecki,74,4-1-0,Orthodox,46%,62%,1.1,0%,0.00,78%,135
May 26 1977,2.84,2.47,"5' 9""",Rob McCullough,69,19-8-0,Orthodox,36%,59%,0.0,100%,0.46,68%,155
Jul 30 1974,2.89,0.70,"6' 1""",Kristof Midoux,,6-10-0,Orthodox,43%,49%,0.0,0%,0.00,0%,220
Aug 18 1997,2.53,3.00,"5' 2""",Melissa Martinez,66,7-1-0,Southpaw,57%,45%,0.0,50%,1.00,0%,115
--,0.00,3.36,"6' 1""",Daniel McWilliams,,15-37-0,,77%,0%,21.6,0%,0.00,100%,185
Jul 15 1993,0.40,4.80,"6' 0""",Khalid Murtazaliev,76,14-2-0,Orthodox,69%,78%,0.0,100%,7.50,33%,185
--,0.00,0.00,--,Brandon Magana,,6-2-0,Orthodox,0%,0%,0.0,0%,0.00,0%,170
Jun 13 1992,6.85,2.21,"5' 8""",Suman Mokhtarian,72,8-5-0,Orthodox,43%,48%,0.0,0%,0.00,0%,145
--,0.00,0.00,--,Andrew Montanez,,9-12-1,,0%,0%,0.0,0%,0.00,0%,185
--,3.35,0.00,"6' 0""",Ryan Madigan,,5-3-0,Orthodox,0%,47%,0.0,0%,0.00,0%,170
Mar 03 1983,2.50,3.79,"5' 9""",Nate Mohr,72,9-7-0,Orthodox,41%,74%,0.0,50%,0.45,71%,155
Feb 08 1990,2.72,4.35,"6' 2""",Makhmud Muradov,75,25-8-0,Orthodox,42%,60%,0.2,37%,0.70,76%,185
Nov 12 1990,0.74,2.08,"6' 0""",Don Madge,72,9-3-1,Southpaw,52%,67%,0.7,25%,2.22,80%,155
--,2.20,3.30,"5' 6""",Naoki Matsushita,,12-16-11,Orthodox,32%,63%,0.0,100%,1.50,0%,155
Apr 19 1972,1.22,1.06,"5' 7""",Dokonjonosuke Mishima,,21-7-2,Southpaw,41%,52%,1.4,40%,2.47,25%,155
Jan 01 1968,1.36,2.30,"6' 1""",Guy Mezger,,30-14-2,Orthodox,32%,72%,0.0,50%,0.39,88%,200
Jul 07 1980,2.39,1.93,"6' 2""",Eliot Marshall,77,10-4-0,Orthodox,27%,67%,0.9,33%,0.47,79%,205
Oct 17 1985,3.12,3.47,"5' 11""",Omar Morales,73,11-3-0,Orthodox,38%,61%,0.0,100%,0.54,63%,155
Feb 06 1965,0.40,0.00,"5' 11""",Michael McDonald,,1-1-0,Orthodox,0%,50%,0.0,0%,0.00,0%,205
May 07 1996,2.15,3.87,"5' 7""",Juliana Miller,66,4-1-0,Orthodox,63%,37%,1.1,100%,4.30,0%,125
Aug 02 1983,4.92,1.53,"5' 1""",Angela Magana,65,11-9-0,Orthodox,28%,42%,0.4,25%,0.40,28%,115
Jul 30 2000,0.99,1.15,"5' 7""",Muhammad Mokaev,70,9-0-0 (1 NC),Orthodox,54%,53%,1.0,54%,8.88,0%,125
Jul 15 1978,2.79,3.55,"6' 3""",Matt Mitrione,82,12-5-0,Switch,50%,64%,0.7,0%,0.00,55%,265
May 04 1990,4.90,5.72,"5' 4""",Molly McCann,62,13-5-0,Orthodox,50%,63%,0.5,35%,1.67,44%,125
--,2.40,0.73,"5' 9""",Joe Martin,,6-8-0,,40%,45%,0.0,0%,0.00,16%,170
Jan 29 1989,0.00,0.00,"5' 9""",Garrett Mueller,,3-3-0,,0%,0%,0.0,0%,0.00,0%,135
--,0.00,0.00,--,Bronson Mohika,,1-1-0,,0%,0%,0.0,0%,0.00,0%,135
Mar 07 1988,7.73,3.27,"5' 8""",Toby Misech,,9-5-0,Southpaw,40%,46%,0.0,0%,0.00,0%,145
Oct 12 1986,2.11,0.25,"6' 1""",Marcos Mariano,76,6-6-0,Switch,27%,43%,0.0,0%,0.00,28%,155
Sep 08 1986,2.46,2.82,"6' 6""",Christian Morecraft,81,8-3-0,Orthodox,34%,46%,2.2,66%,3.26,50%,260
Jun 14 1985,1.93,0.00,"6' 1""",Ian Murphy,,1-1-0,Orthodox,0%,30%,0.0,100%,4.13,0%,185
Jul 01 1997,2.53,3.74,"5' 3""",Miranda Maverick,65,13-4-0,Southpaw,44%,60%,0.4,61%,2.70,44%,125
--,7.29,0.33,--,Miika Mehmet,,3-5-0,Orthodox,12%,24%,0.0,0%,0.00,0%,205
--,0.80,3.40,"6' 0""",Patrick Murphy,,5-3-0,,66%,42%,1.0,0%,0.00,50%,170
Dec 23 1997,2.64,1.93,"6' 0""",Nick Maximov,76,8-2-0,Southpaw,45%,46%,0.2,45%,4.16,35%,185
--,2.87,2.60,"5' 9""",Andy Murad,,15-2-0,,76%,32%,0.0,20%,1.00,42%,185
Dec 21 1993,2.20,2.60,"5' 10""",Olivier Murad,72,6-0-0,Southpaw,36%,61%,0.0,100%,1.00,55%,145
Nov 06 1977,2.07,1.80,"6' 1""",Demian Maia,72,28-11-0,Southpaw,43%,63%,1.0,24%,2.49,61%,170
--,0.00,0.00,--,CJ Marsh,,5-7-0,,0%,0%,0.0,0%,0.00,0%,--
Jul 07 1986,4.33,1.13,"6' 1""",Jon Manley,,9-4-0,Orthodox,20%,45%,0.0,7%,1.00,20%,170
--,0.00,1.63,"6' 2""",Clay Mitchell,,1-2-0,,85%,0%,4.1,0%,0.00,100%,185
Mar 07 1993,3.00,5.40,"5' 7""",Daniel Marcos,69,13-0-0,Orthodox,47%,73%,0.0,0%,0.00,84%,135
--,0.00,0.00,"5' 9""",Brandon Michaels,,4-14-0,,0%,0%,0.0,0%,0.00,0%,185
Jan 04 1971,1.62,1.90,"6' 0""",Vladimir Matyushenko,74,27-8-0,Orthodox,44%,59%,0.1,46%,3.25,70%,205
Mar 01 1991,3.00,4.89,"6' 1""",Zabit Magomedsharipov,73,18-1-0,Orthodox,48%,64%,0.8,56%,5.22,77%,145
Jun 27 1988,4.60,0.80,"5' 4""",Pauline Macias,64,4-1-0,Southpaw,29%,42%,0.0,18%,2.00,0%,115
Feb 12 1980,1.18,2.46,"6' 0""",Jon Madsen,72,8-2-0,Orthodox,41%,81%,0.0,71%,1.32,70%,240
--,0.00,0.00,--,Felix Lee Mitchell,,2-7-0,Orthodox,0%,0%,0.0,0%,0.00,0%,--
Feb 28 1989,5.07,3.15,"6' 4""",Vinicius Moreira,76,9-5-0,Orthodox,59%,43%,1.3,18%,1.97,0%,205
Dec 05 1972,1.69,0.84,"5' 9""",Daijiro Matsui,,13-29-7,Orthodox,45%,55%,0.4,30%,1.83,43%,200
Nov 03 1987,5.38,1.92,"5' 6""",Darrell Montague,67,13-5-0,Southpaw,25%,52%,1.4,25%,0.72,33%,125
Nov 29 1984,3.05,4.40,"5' 9""",Rashid Magomedov,70,20-2-0,Orthodox,49%,54%,0.2,57%,0.67,89%,155
Feb 20 1979,1.93,1.61,"5' 11""",Phillip Miller,,16-0-0,Orthodox,54%,50%,0.6,25%,3.62,100%,185
Jan 16 1992,3.84,3.65,"6' 6""",Don'Tale Mayes,81,9-5-0,Orthodox,45%,43%,0.0,53%,1.11,57%,260
Feb 14 1987,2.15,1.33,"6' 0""",Micah Miller,,20-8-0 (1 NC),Orthodox,33%,54%,2.0,37%,0.98,21%,145
Sep 15 1970,2.23,0.83,"6' 0""",John Marsh,,8-7-0,Orthodox,42%,40%,0.4,100%,0.43,54%,265
--,0.00,0.00,"6' 2""",John Matua,,1-4-0,Orthodox,0%,0%,0.0,0%,0.00,0%,400
--,0.00,0.00,"5' 8""",Keith Mielke,,0-5-0,,0%,0%,0.0,0%,0.00,0%,185
Apr 20 1994,3.88,4.84,"5' 8""",Jonathan Martinez,70,17-4-0,Southpaw,49%,58%,0.0,45%,0.51,70%,135
Apr 06 1986,2.98,0.89,"5' 7""",Pawan Maan,70,7-3-1,Orthodox,44%,43%,0.0,0%,0.00,0%,155
Apr 19 1981,6.85,1.34,"6' 3""",Antonio Mendes,77,18-13-0,Southpaw,47%,22%,0.0,50%,2.51,100%,205
May 09 1979,2.64,1.92,"5' 9""",Gray Maynard,70,13-7-1 (1 NC),Orthodox,32%,66%,0.7,47%,2.91,81%,155
--,0.29,2.06,"5' 3""",Kaline Medeiros,,8-5-0,,70%,83%,4.4,100%,4.41,0%,115
Apr 19 1983,2.24,1.94,"5' 4""",Zach Makovsky,64,20-8-0,Southpaw,43%,62%,0.3,30%,3.71,56%,125
Sep 09 1988,4.10,2.84,"5' 11""",Dong Hyun Ma,70,16-11-3,Orthodox,41%,54%,0.0,53%,1.27,33%,155
May 11 1976,2.64,3.52,"5' 9""",Melvin Manhoef,,30-14-1 (2 NC),Orthodox,48%,51%,0.0,25%,0.33,78%,185
Jun 14 1989,3.36,3.34,"5' 6""",Sergey Morozov,67,18-5-0,Orthodox,48%,57%,0.0,26%,2.87,64%,135
--,4.96,5.11,"5' 11""",AJ Matthews,,8-7-0,,52%,51%,0.0,0%,0.00,100%,185
Aug 02 1988,2.68,2.59,"5' 8""",Magomed Mustafaev,71,14-4-0,Orthodox,58%,41%,0.4,50%,3.31,23%,155
Apr 25 1989,4.38,4.55,"5' 10""",Leonardo Mafra,70,13-4-0,Orthodox,48%,43%,0.4,83%,2.12,69%,155
Jan 12 1976,1.66,0.88,"5' 9""",Ikuhisa Minowa,,60-42-8,Orthodox,40%,49%,1.9,41%,1.82,5%,181
Aug 22 1994,1.72,1.58,"5' 6""",Joseph Morales,69,9-2-0,Switch,37%,60%,2.6,50%,0.53,23%,125
Jun 27 1991,4.65,1.94,"5' 10""",Nate Maness,72,14-3-0,Orthodox,42%,40%,0.3,75%,0.96,75%,125
Jan 26 1993,7.72,2.38,"6' 3""",Jesse Murray,78,8-4-0,Orthodox,28%,43%,0.0,0%,0.00,0%,205
Apr 20 1979,2.32,2.71,"6' 0""",Nate Marquardt,74,35-19-2,Orthodox,49%,55%,0.8,51%,1.87,70%,185
Jul 10 1983,9.70,3.03,"5' 9""",Chris Mickle,,30-21-2 (1 NC),Orthodox,27%,48%,0.0,0%,0.00,0%,145
Feb 08 1993,4.54,3.37,"5' 9""",Nikolas Motta,70,13-4-0,Orthodox,34%,60%,0.0,0%,0.00,100%,155
Nov 30 1986,1.02,1.53,"5' 9""",Klayton Mai,,8-3-0,,42%,63%,7.7,100%,3.83,0%,125
Nov 01 1982,3.59,2.08,"6' 2""",Mike Massenzio,73,13-9-0,Southpaw,45%,54%,1.4,24%,2.74,50%,185
Jul 23 1982,3.73,2.42,"6' 0""",Sergio Moraes,72,14-6-1,Orthodox,42%,59%,0.4,38%,1.20,75%,170
Jun 02 1981,3.52,2.25,"6' 1""",Tatsuya Mizuno,,16-12-1,Southpaw,37%,53%,3.6,25%,1.19,40%,205
Jul 17 1991,7.53,9.60,"5' 8""",Victor Martinez,70,13-4-0,Orthodox,52%,55%,0.0,50%,1.00,75%,155
Apr 08 1981,3.37,1.80,"5' 9""",Bernardo Magalhaes,,13-4-0,Orthodox,27%,68%,0.5,0%,0.00,0%,155
--,3.91,1.23,"5' 11""",Motoki Miyazawa,,7-3-0,Southpaw,28%,61%,0.0,0%,0.00,0%,168
Jun 14 1985,3.77,2.73,"5' 6""",Danny Martinez,67,21-8-0,Orthodox,28%,63%,0.0,45%,3.00,36%,125
Mar 12 1970,0.74,1.37,"5' 8""",Antonio McKee,,29-6-2,Southpaw,45%,74%,0.0,33%,1.47,57%,155
Nov 09 1979,2.08,1.26,"5' 7""",Jesse Moreng,,9-1-0,Orthodox,40%,48%,0.0,100%,5.56,100%,145
Mar 07 1984,0.73,1.53,"6' 0""",Joe Merritt,,7-2-0,Orthodox,58%,66%,0.0,0%,0.00,68%,170
May 16 1986,3.27,3.87,"5' 8""",Nazareno Malegarie,,28-4-0,,34%,69%,0.0,33%,1.00,0%,155
Nov 10 1988,4.45,3.25,"5' 9""",David Michaud,,11-3-0,Orthodox,43%,54%,0.7,58%,2.53,77%,155
Aug 10 1993,2.60,2.08,"5' 1""",Kanako Murata,62,12-2-0,Orthodox,59%,53%,1.2,40%,2.40,0%,115
--,2.11,2.63,"6' 2""",Adam Meredith,,5-3-0,,50%,55%,7.9,100%,7.89,100%,170
May 28 1982,3.64,4.18,"5' 8""",Brian Melancon,,7-3-0,Orthodox,49%,64%,0.0,100%,2.02,66%,170
--,3.47,0.87,"5' 6""",Marvin Maldonado,,2-4-0 (1 NC),,56%,43%,0.0,0%,0.00,20%,135
Oct 16 1993,2.07,0.20,"5' 10""",Taylor Moore,70,10-5-0,Southpaw,75%,42%,0.0,0%,0.00,25%,135
--,0.27,1.74,"6' 1""",Jeremiah Metcalf,,13-7-0,Orthodox,59%,60%,2.0,66%,4.02,100%,185
Oct 26 1994,4.07,0.43,"6' 3""",Askar Mozharov,74,19-13-0,Orthodox,18%,13%,0.0,0%,0.00,33%,205
--,0.00,0.00,"5' 9""",Jason Medina,,21-15-1,,0%,0%,0.0,0%,0.00,0%,180
Feb 18 1980,3.97,3.43,"6' 1""",Jimi Manuwa,79,17-6-0,Orthodox,54%,49%,0.4,18%,0.53,70%,205
Dec 01 1999,3.39,3.45,"6' 0""",Maheshate,71,9-1-0,Orthodox,31%,57%,0.0,0%,0.00,0%,155
--,0.00,0.00,"5' 10""",Scott Morris,,2-1-0,Orthodox,0%,0%,0.0,0%,0.00,0%,210
May 01 1985,2.35,2.78,"5' 6""",Chad Mendes,66,18-5-0,Orthodox,49%,67%,0.3,55%,4.13,100%,145
Apr 21 1980,1.36,0.79,"5' 10""",Greg McIntyre,,6-4-0,Orthodox,30%,41%,0.0,50%,5.09,0%,155
Oct 08 1992,2.83,2.70,"5' 7""",Koyomi Matsushima,66,13-6-0,Orthodox,47%,59%,0.0,52%,9.00,33%,145
Dec 16 1988,4.43,5.60,"5' 5""",Nicco Montano,65,5-3-0,Southpaw,41%,64%,0.4,54%,2.25,69%,135
Feb 06 1985,0.00,0.00,"6' 2""",Vitaly Minakov,,20-0-0,,0%,0%,0.0,0%,0.00,0%,249
--,1.03,2.56,--,Bobby McAndrews,,1-3-0,Orthodox,83%,50%,7.7,0%,0.00,33%,--
--,3.36,0.00,"6' 1""",Eddy Millis,,0-2-0,,0%,22%,7.2,0%,0.00,0%,185
--,0.00,0.00,"6' 0""",Rainy Martinez,,0-2-0,Orthodox,0%,0%,0.0,0%,0.00,0%,199
Dec 30 1983,2.30,1.83,"5' 9""",Todd Moore,71,16-7-0,Southpaw,26%,57%,0.0,14%,0.78,54%,170
Mar 25 1997,4.35,6.10,"5' 7""",Sabina Mazo,70,9-4-0,Orthodox,43%,57%,0.2,80%,0.65,59%,125
Aug 19 1982,3.82,4.82,"6' 4""",Stipe Miocic,80,20-4-0,Orthodox,53%,54%,0.0,34%,1.86,68%,240
Jul 21 1987,2.67,2.53,"5' 9""",Chris Manuel,,9-7-2,Orthodox,40%,66%,0.0,20%,1.00,100%,135
Apr 21 1988,2.43,2.17,"6' 1""",Ronny Markes,75,17-5-0,Orthodox,53%,45%,0.5,40%,3.13,100%,185
Aug 26 1995,2.64,3.70,"5' 9""",Jacob Malkoun,73,7-2-0,Orthodox,55%,50%,0.5,44%,7.46,0%,185
Aug 19 1994,2.18,3.17,"5' 11""",Jake Matthews,73,18-5-0,Orthodox,45%,61%,0.6,41%,1.85,66%,170
May 24 1979,3.84,2.18,"6' 3""",Frank Mir,79,18-11-0,Southpaw,47%,38%,2.0,40%,2.02,54%,264
Dec 18 1987,3.45,3.11,"6' 1""",Gerald Meerschaert,77,35-15-0,Southpaw,43%,52%,1.7,37%,2.17,29%,185
--,1.89,0.84,"5' 8""",Ryuichi Murata,,8-3-1,Orthodox,36%,50%,3.2,50%,4.74,100%,183
--,0.00,0.00,"5' 11""",Jeremy Malaterre,,4-2-0,,0%,0%,0.0,0%,0.00,0%,155
Jul 27 1978,4.56,5.13,"6' 0""",Drew McFedries,72,12-7-0,Southpaw,51%,52%,0.7,100%,1.42,56%,185
--,0.00,0.00,"6' 0""",Justin Martin,,4-3-0,,0%,0%,0.0,0%,0.00,0%,185
Mar 25 1990,7.97,3.80,"5' 11""",Gabriel Miranda,71,16-6-0,Orthodox,54%,37%,0.0,33%,2.85,0%,155
--,6.98,3.49,"6' 1""",Bryce Mejia,,3-1-0,,62%,50%,0.0,0%,0.00,0%,170
Jul 21 1982,2.96,1.37,"6' 0""",Tim McKenzie,74,14-9-0,Orthodox,54%,44%,2.1,0%,0.00,28%,185
--,0.00,0.00,--,Francesco Maturi,,0-1-0,,0%,0%,0.0,0%,0.00,0%,--
Aug 20 1988,2.53,2.52,"5' 11""",Emil Meek,74,9-5-1 (1 NC),Switch,39%,38%,1.0,33%,0.25,47%,170
Sep 27 1986,2.20,1.27,"5' 11""",Ryan McGillivray,,12-0-1,,20%,52%,0.0,0%,0.00,44%,170
--,0.00,0.00,--,Ailiya Muratbek,,9-2-0,,0%,0%,0.0,0%,0.00,0%,155
Jul 03 1987,4.79,3.85,"6' 3""",Adam Milstead,76,8-4-0,Orthodox,46%,43%,0.0,0%,0.00,64%,205
Mar 30 1980,5.95,1.23,"5' 11""",Bojan Mihajlovic,73,10-6-0,Orthodox,35%,47%,0.0,0%,0.00,33%,205
Jan 01 1976,2.26,1.49,"5' 7""",Eiji Mitsuoka,,18-9-2,Southpaw,49%,45%,1.6,36%,2.30,20%,145
May 14 1991,2.78,3.71,"5' 10""",Alexander Morgan,71,11-5-0,Orthodox,44%,47%,0.0,0%,0.00,0%,145
Nov 21 1986,3.56,2.67,"6' 0""",Dan Moret,73,13-6-0,Southpaw,43%,43%,0.4,27%,1.25,45%,155
--,0.00,0.00,--,Eric Magana,,1-1-0,,0%,0%,0.0,0%,0.00,0%,--
May 03 1983,1.98,1.64,"6' 3""",Robert McDaniel,75,28-10-0,Southpaw,44%,56%,1.4,50%,0.93,50%,185
Sep 22 1981,2.12,2.12,"5' 9""",Hiromitsu Miura,71,12-7-0,Orthodox,34%,58%,0.6,50%,2.23,69%,170
May 25 1991,3.96,3.81,"5' 9""",Albert Morales,72,7-4-1,Orthodox,35%,56%,0.2,35%,0.91,70%,135
Dec 03 1977,3.61,2.56,"5' 9""",Cristiano Marcello,72,13-6-0,Orthodox,33%,58%,0.9,11%,0.44,20%,155
Nov 20 1976,2.31,2.20,"6' 10""",Gan McGee,,13-5-0,Orthodox,29%,59%,0.0,25%,0.65,83%,265
Dec 26 1985,2.52,1.44,"6' 6""",Danilo Marques,77,11-4-0,Orthodox,79%,52%,0.8,28%,3.93,0%,205
Dec 22 1992,2.05,2.05,"5' 8""",Leonardo Morales,,6-2-0,Southpaw,47%,58%,0.0,0%,0.00,62%,135
Feb 18 1976,2.02,1.58,"6' 1""",Justin McCully,73,11-5-2,Orthodox,37%,46%,0.0,44%,1.28,43%,225
Aug 07 1983,4.01,2.79,"5' 7""",Henry Martinez,69,9-4-0,Southpaw,25%,60%,0.0,0%,0.00,80%,155
Sep 05 1978,2.04,1.80,"6' 3""",Rob MacDonald,78,5-4-0,Orthodox,50%,46%,5.4,80%,7.19,80%,205
Apr 22 1984,7.33,3.07,"5' 10""",Alonzo Martinez,,42-20-1,,27%,52%,0.0,0%,0.00,0%,155
Nov 12 1990,4.24,4.17,"5' 9""",Vince Morales,70,11-7-0,Orthodox,37%,53%,0.0,25%,0.14,64%,135
Jul 01 1991,3.96,4.92,"5' 11""",William Macario,75,9-3-0,Orthodox,54%,65%,0.0,45%,1.85,78%,170
Aug 01 1985,1.21,3.75,"6' 2""",Gegard Mousasi,76,42-6-2,Orthodox,50%,68%,1.1,60%,1.59,59%,185
Mar 03 1983,3.91,2.42,"5' 6""",Augusto Mendes,65,6-2-0,Orthodox,34%,56%,0.0,33%,1.75,80%,135
May 08 1990,3.84,4.18,"6' 2""",Julian Marquez,72,9-3-0,Orthodox,43%,51%,3.0,0%,0.00,53%,185
Mar 18 1993,6.49,2.28,"5' 11""",Ryan MacDonald,71,10-2-0,Switch,29%,45%,0.0,0%,0.00,0%,135
Mar 25 1996,4.03,4.43,"5' 10""",Mana Martinez,70,10-3-0,Orthodox,51%,49%,0.6,42%,0.95,27%,135
Jul 12 1979,2.46,1.96,"6' 3""",Mario Miranda,74,14-7-0,Orthodox,54%,36%,0.0,60%,1.02,54%,185
--,0.00,0.00,--,Scott McDonald,,1-0-0,,0%,0%,0.0,0%,0.00,0%,--
Jun 01 1990,3.15,3.41,"5' 10""",Bobby Moffett,73,13-5-0 (1 NC),Orthodox,39%,61%,1.4,66%,2.74,66%,145
Apr 30 1988,3.58,2.28,"5' 7""",Sarah Moras,67,6-8-0,Orthodox,34%,50%,0.8,21%,0.67,33%,135
